Package,obs repository,obs commit id
airline,git@gitee.com:src-openeuler/airline.git,5b614e817a190bb87d186e1dea5ef0e232f69015
alsa-firmware,git@gitee.com:src-openeuler/alsa-firmware.git,8782b317353402a78395706f3c93828d5f4425e1
alsa-lib,git@gitee.com:src-openeuler/alsa-lib.git,1c13c64597a1ab585bcb14bc1146d0c6ce41ee0d
alsa-plugins,git@gitee.com:src-openeuler/alsa-plugins.git,33da58f2e2029b4cd27352a5fb5c98f113a93121
alsa-tools,git@gitee.com:src-openeuler/alsa-tools.git,c0b0b7c4331ff31c29379afe643b4d337a017914
alsa-utils,git@gitee.com:src-openeuler/alsa-utils.git,efd3a938b9256fd7ec331f30459b86315dc51e86
amanda,git@gitee.com:src-openeuler/amanda.git,4bf5c94ca545b4feca526e37307254bdbea5150d
amtk,git@gitee.com:src-openeuler/amtk.git,b1a0c0fb39f5a54c29d52789d57f55b58857677e
anaconda,git@gitee.com:src-openeuler/anaconda.git,9af395a622f489bcdf985560e9cf775e4448e443
anaconda-user-help,git@gitee.com:src-openeuler/anaconda-user-help.git,e37091cbb181b2c866feb2f59062f0aafb28c388
android-json-org-java,git@gitee.com:src-openeuler/android-json-org-java.git,828bb22a3f72a18ccb36f4a055c043393c636cd0
annobin,git@gitee.com:src-openeuler/annobin.git,7d170191429735c88006719c1a404aa14133e16a
annotation-indexer,git@gitee.com:src-openeuler/annotation-indexer.git,f47ad93dd040292897fef140d8140690eb0443e7
ansible,git@gitee.com:src-openeuler/ansible.git,e006a8e90c52ba5f531675c7a3f02b60c3dd1097
ant,git@gitee.com:src-openeuler/ant.git,d9618106448cd44736a28039d00186b7ba61ef84
ant-antunit,git@gitee.com:src-openeuler/ant-antunit.git,d7bc42e7d7c618554cfcb638b572c94a2a0283f6
ant-contrib,git@gitee.com:src-openeuler/ant-contrib.git,a5bd59735faffaab41f4bb3118c1042218a52c64
anthy,git@gitee.com:src-openeuler/anthy.git,faa49aa81af77752de47fd9dd1072ab057f16102
antlr,git@gitee.com:src-openeuler/antlr.git,667d8752b3499818ab431d570341df09a1530e5d
antlr-maven-plugin,git@gitee.com:src-openeuler/antlr-maven-plugin.git,c5e4b3b1ae2789f57a51255ea35397c41e55b301
antlr3,git@gitee.com:src-openeuler/antlr3.git,eaf3c22e90ce358e01bdef990b92c5132a2494f9
antlr32,git@gitee.com:src-openeuler/antlr32.git,64c7f06e511185fc9b980523ac213aa0f13a02b6
antlr4,git@gitee.com:src-openeuler/antlr4.git,680fa14fdcc26f249d073b3c7f5997e1a41e2dbc
aom,git@gitee.com:src-openeuler/aom.git,964ba13c7dc4ba8ed30c93c726cc4d0ef0397292
aopalliance,git@gitee.com:src-openeuler/aopalliance.git,92d703dbcfd15f26b0db3cbbebc8541bc73de596
apache-commons-beanutils,git@gitee.com:src-openeuler/apache-commons-beanutils.git,269e8d2a823922f5b5fa18efc6018e484f961382
apache-commons-chain,git@gitee.com:src-openeuler/apache-commons-chain.git,5a4a2a9058fc6dc451d2e2ac5806e2f1cb893d5c
apache-commons-cli,git@gitee.com:src-openeuler/apache-commons-cli.git,5f7d61b8639f67d27952e96e96d891190b9ff56c
apache-commons-codec,git@gitee.com:src-openeuler/apache-commons-codec.git,d24d545b025bceac1b27471b83d75f48c070e430
apache-commons-collections,git@gitee.com:src-openeuler/apache-commons-collections.git,f06cb4f8a7a09af1993f82d2af585e4d84afa2bc
apache-commons-collections4,git@gitee.com:src-openeuler/apache-commons-collections4.git,da4117b42ed31b7e447b602c6bf0e5d86609913e
apache-commons-compress,git@gitee.com:src-openeuler/apache-commons-compress.git,87817083910e699b6a8124a1366a3511a3940be6
apache-commons-configuration,git@gitee.com:src-openeuler/apache-commons-configuration.git,ec70a86becb1c66350dc2870531f57174c111d86
apache-commons-csv,git@gitee.com:openeuler-risc-v/apache-commons-csv.git,4050edffdd0681685e3cba476ba3891afb89fd2c
apache-commons-daemon,git@gitee.com:openeuler-risc-v/apache-commons-daemon.git,398920ceaa35cd944bc56c792138ec2f655ce2eb
apache-commons-dbcp,git@gitee.com:src-openeuler/apache-commons-dbcp.git,1b45b695b5e3d3911ba7cdfa32fd3a387d9b17b1
apache-commons-digester,git@gitee.com:src-openeuler/apache-commons-digester.git,515aa01b600be11d11e6fdf0c328be2fca65bca2
apache-commons-discovery,git@gitee.com:src-openeuler/apache-commons-discovery.git,a26e29b51c50927b0b6e4d9d1c0790ec1e0394b3
apache-commons-el,git@gitee.com:geasscore/apache-commons-el.git,8e9984dff2b7a1db936b98e8e3e30d106ed1ec8c
apache-commons-exec,git@gitee.com:openeuler-risc-v/apache-commons-exec.git,26e99d2df8407e7abd2479bccd32507cf112aae4
apache-commons-fileupload,git@gitee.com:src-openeuler/apache-commons-fileupload.git,62b77a785b971ff57b75c6be687b9bf986881e6b
apache-commons-io,git@gitee.com:src-openeuler/apache-commons-io.git,d1ff79d545af3660290ef81d98a55cdb6f65e7be
apache-commons-javaflow,git@gitee.com:src-openeuler/apache-commons-javaflow.git,849751bd4b0d352ec368b0b5e532c6e6bdd0d578
apache-commons-jci,git@gitee.com:src-openeuler/apache-commons-jci.git,3fe3c2b0680aa263f5c4515fee1091281ac4b5a3
apache-commons-jexl,git@gitee.com:src-openeuler/apache-commons-jexl.git,94438ee321b1edc0321242c39c219fe98c2ba4b3
apache-commons-jxpath,git@gitee.com:src-openeuler/apache-commons-jxpath.git,5dafed82f9547cd5f296b34ad1a93c1dd7c61670
apache-commons-lang,git@gitee.com:src-openeuler/apache-commons-lang.git,2f73bf6ad2e35086d079e5f1d85f425e75bf6c32
apache-commons-lang3,git@gitee.com:src-openeuler/apache-commons-lang3.git,2520a56e4de4cf17d6e75602bc671f9f443937fb
apache-commons-logging,git@gitee.com:src-openeuler/apache-commons-logging.git,4f42d4a11b22ea82d913646b9ca1a67053d6e8f3
apache-commons-math,git@gitee.com:src-openeuler/apache-commons-math.git,e229735e703aa6d3f6f4206408ac8bf79c37bbc0
apache-commons-net,git@gitee.com:src-openeuler/apache-commons-net.git,c8c0df3c713f8d2af84b52a650e9cf208eccdcd5
apache-commons-ognl,git@gitee.com:src-openeuler/apache-commons-ognl.git,99c5884cf14b94d29f9202b94a00eb06bee5f5ab
apache-commons-parent,git@gitee.com:src-openeuler/apache-commons-parent.git,e79cce6337bef7ef56ac4abac4d60a6b732d07c4
apache-commons-pool,git@gitee.com:src-openeuler/apache-commons-pool.git,cb5beb8c8eb86a2f6e0030357675cd7779997fe0
apache-commons-pool2,git@gitee.com:src-openeuler/apache-commons-pool2.git,6405d1d3f4f2c94346f907e12ffbf4615ee1478d
apache-commons-validator,git@gitee.com:src-openeuler/apache-commons-validator.git,96586a2f418d1797a9319798f3d1dfee0d6ef6fe
apache-commons-vfs,git@gitee.com:src-openeuler/apache-commons-vfs.git,f2546bbfdef4f64dd7a1b2736068d6ccb3924582
apache-ivy,git@gitee.com:src-openeuler/apache-ivy.git,6667b4685f9b87b1268e8ffe5056bb35799b6046
apache-logging-parent,git@gitee.com:src-openeuler/apache-logging-parent.git,1d37b00949da7950766a78bcec95489a431e33a3
apache-mime4j,git@gitee.com:src-openeuler/apache-mime4j.git,2a530942c7d647d0edb6bf097d9afbb57c70fe48
apache-mina,git@gitee.com:src-openeuler/apache-mina.git,c72bce7de8191bf2d85243661a46f39663b9b134
apache-parent,git@gitee.com:src-openeuler/apache-parent.git,f05c624e9dbaef774682dcbd1ddc3ed69d152826
apache-poi,git@gitee.com:src-openeuler/apache-poi.git,9f3f02a136c27320a0bbd8bebc023439c7c95e7b
apache-rat,git@gitee.com:openeuler-risc-v/apache-rat.git,e17642cf3855fe6c73d89e9ae9f74b1b077047c7
apache-resource-bundles,git@gitee.com:src-openeuler/apache-resource-bundles.git,ff198711a6543d47fe6261fcc8d83324d80330a4
apache-sshd,git@gitee.com:src-openeuler/apache-sshd.git,4ceee46a15412515d26b8eadc195b8aaf0719cac
apache2-mod_xforward,git@gitee.com:src-openeuler/apache2-mod_xforward.git,251bbf8e3692ffbc83949216867959f56ede285f
apiguardian,git@gitee.com:src-openeuler/apiguardian.git,c9760a6d52249a50d408e59676b9a70ab9f2adaf
apiviz,git@gitee.com:src-openeuler/apiviz.git,7e3c525345b48d52b6ff9f435f6b4ece1b362f09
appstream-data,None,None
apr,git@gitee.com:wangyangdahai/apr_1.git,9110b9ec175b282d697347244e5b055220502b3e
apr-util,git@gitee.com:src-openeuler/apr-util.git,316fd0985363d63528bde07b1923b4b19dbe8e8a
aqute-bnd,git@gitee.com:src-openeuler/aqute-bnd.git,1424498b0ba1a986a0672244213c56ddc30e414c
argon2,git@gitee.com:src-openeuler/argon2.git,49521ea30852f00dd34d0e34b0060a06a263d1df
args4j,git@gitee.com:src-openeuler/args4j.git,921ce990e2d44972283e1a0260236e1dd087c845
aries-blueprint-annotation-api,git@gitee.com:src-openeuler/aries-blueprint-annotation-api.git,77aa6c2a0ff8cf5752e2414bb3eeec535327da2a
aries-blueprint-api,git@gitee.com:src-openeuler/aries-blueprint-api.git,fd0faeddbd0696990ec5a0b96575c9b3c2e14682
aries-blueprint-parser,git@gitee.com:src-openeuler/aries-blueprint-parser.git,c5b8f5119cbd72b1e75b9c6dc247d51189360439
aries-quiesce-api,git@gitee.com:src-openeuler/aries-quiesce-api.git,3fae0f484ce6a8cbc6fd964adb0433fe2f480c06
armadillo,git@gitee.com:src-openeuler/armadillo.git,16d6826ead1b9211a7c3f801209dd7b542a93202
arpack-ng,git@gitee.com:src-openeuler/arpack-ng.git,c08fb0c3850c4f064812c7dd3679b552c5efa9b7
arptables,git@gitee.com:src-openeuler/arptables.git,6024bb1cf3daed342ae098bcc7c80004ae9245b2
arpwatch,git@gitee.com:src-openeuler/arpwatch.git,27ac752595f703d438676806863c097ef874cda3
arquillian-core,git@gitee.com:src-openeuler/arquillian-core.git,fa4a6cfd7db48dd943d4e6efd07fafa3fecef78b
artemis,git@gitee.com:src-openeuler/artemis.git,3b8713d46d777a3efa613905784b18435f5ee6ff
asciidoc,git@gitee.com:src-openeuler/asciidoc.git,465a55638e1e9f897c41b8c0489978e5d573abbe
asio,git@gitee.com:src-openeuler/asio.git,6c3bbc511185241ccb6ef92e32b9c64a14c110f1
aspectjweaver,git@gitee.com:src-openeuler/aspectjweaver.git,a2afc336da469fdcb3aaa96bc876d14dc09e7aaa
aspell,git@gitee.com:src-openeuler/aspell.git,9f5e3edba1f5dbd3517f4782e9620da106796011
assertj-core,git@gitee.com:src-openeuler/assertj-core.git,a5b1d9cb75b2f4a24af957ca2489ebdd81c5a573
assimp,git@gitee.com:src-openeuler/assimp.git,3a3f001ba1fd6d620b7b4363934588f1bce9e481
at,git@gitee.com:src-openeuler/at.git,08be84f6b6825c76267963bab28797b9ae1a92b1
at-spi2-atk,git@gitee.com:src-openeuler/at-spi2-atk.git,3eb2a97c232d7ba1e879b680ca71758d591a5429
at-spi2-core,git@gitee.com:src-openeuler/at-spi2-core.git,617141db812ddd461f05be00f014800dee5306cf
atf,git@gitee.com:src-openeuler/atf.git,8529eea77b7acf4932467ba9b240d3a1b19f3f06
atinject,git@gitee.com:src-openeuler/atinject.git,af8c8abec7ad2db809fddbcee5c1f2b963f0711b
atk,git@gitee.com:src-openeuler/atk.git,2dbd00233cd6765d0708e9de2f51e927986fe7b6
atkmm,git@gitee.com:src-openeuler/atkmm.git,d0bf353a0fd241f90f7ae641084ccb8864bc4cce
atlas,git@gitee.com:src-openeuler/atlas.git,675d6fb85f47e7974d97219df54d3497c4908a01
atmel-firmware,git@gitee.com:src-openeuler/atmel-firmware.git,5ef5b8578926fbd5549e6b03c37933e2ea373db5
attest-tools,git@gitee.com:openeuler-risc-v/attest-tools.git,f93d8d86660583278b6bab4b4ce74f607e7d9c48
attr,git@gitee.com:src-openeuler/attr.git,29b2c93c53c1bbc70601e7be5e14a6e417cc7d5d
audiofile,git@gitee.com:src-openeuler/audiofile.git,672161859bfcc044e334df93a835494eb15500d7
audit,git@gitee.com:src-openeuler/audit.git,036fd775d066120a43775e4b97412791c307440f
augeas,git@gitee.com:openeuler-risc-v/augeas.git,af4b692cacd2aab5929a3debd6eec0f3ff3f6092
authd,git@gitee.com:src-openeuler/authd.git,b7e27bd4af443938cb66bb9b99a607e106ee7649
authselect,git@gitee.com:src-openeuler/authselect.git,8cc7bc630544931c84e24a5b3fdd5a4dd6eb0682
authz,git@gitee.com:src-openeuler/authz.git,7760247f8b5d22a0fc5a98fbcf6d2a435bab4159
auto,git@gitee.com:src-openeuler/auto.git,f5d8ec20c13e9df483592636a7cd530b856b5775
autoconf,git@gitee.com:src-openeuler/autoconf.git,7ecf5ad5cf1adf9e2652a21dd002cee0e8d22914
autoconf-archive,git@gitee.com:src-openeuler/autoconf-archive.git,a88343b778d3a73d42109f1127bfd22eef928f0d
autoconf213,git@gitee.com:src-openeuler/autoconf213.git,f76e11132283173e55edb63eae4fcded2fc924cd
autofs,git@gitee.com:src-openeuler/autofs.git,57feae8abbfbd02cba2fb242c36ed8b488ac346e
autogen,git@gitee.com:src-openeuler/autogen.git,39b6e0d7455bae8d910578ce4f6e86d58a4f7a47
automake,git@gitee.com:wangyangdahai/automake_1.git,555c9b9c892163c9cb9bacb36d1a23c8508fd195
automoc,git@gitee.com:src-openeuler/automoc.git,64f244ac3b91c9d24bff47d3721d3dd8e354e441
avahi,git@gitee.com:src-openeuler/avahi.git,e9a37d9883c5f6f65e9888883b5ea0806bcd1c56
avalon-framework,git@gitee.com:src-openeuler/avalon-framework.git,7384aa8c592603007b6cb620ae54f4a549ac3ab3
avalon-logkit,git@gitee.com:src-openeuler/avalon-logkit.git,018cbb934a4a939a8eaadfb3ababa2d67f000dda
aws-sdk-java,git@gitee.com:src-openeuler/aws-sdk-java.git,aa289f3ce459a5edf567cfc0cb9a8db84f0c5907
axiom,git@gitee.com:src-openeuler/axiom.git,a5ebcd2250149b4a6158d8d951e278e407b45ad5
b43-openfwwf,git@gitee.com:src-openeuler/b43-openfwwf.git,49e1f129eeb78a940b5660bd84213827d2a7d5dd
b43-tools,git@gitee.com:src-openeuler/b43-tools.git,97530b4f02b8a880c45887edd8c64d9d443efa31
babel,git@gitee.com:src-openeuler/babel.git,69138a66236abf94a82e835957ae36d1d5b880b7
babeltrace,git@gitee.com:src-openeuler/babeltrace.git,a5fae9f2a0f98bc0704171a6993f0e958727dfb3
babl,git@gitee.com:src-openeuler/babl.git,546887af330332ece47ba80a693ad3b055b92db6
bacula,git@gitee.com:src-openeuler/bacula.git,f31e427bb4c29ebca854174d7f962608dd598f92
bam,git@gitee.com:src-openeuler/bam.git,ac15282465ed8e0c910118b3042370291b4ecda1
base64coder,git@gitee.com:src-openeuler/base64coder.git,5feecf49b5184838926dd0da498383496180bccf
basesystem,git@gitee.com:src-openeuler/basesystem.git,a5718b5277f7b5be52f934fd4d95e5289a748892
bash,git@gitee.com:src-openeuler/bash.git,d1f10a866b711ab0a3286c9dcab97f23cc2235b1
bash-completion,git@gitee.com:src-openeuler/bash-completion.git,b36df9784f08a92a879aa3f1f2176bd26d5d6e57
batik,git@gitee.com:src-openeuler/batik.git,b256d8fbaf68c4d1a56edce09a558a1306cdb5a4
bazel,git@gitee.com:openeuler-risc-v/bazel.git,e143b9a3da9235a81f2408a87155c12199616b7c
bc,git@gitee.com:src-openeuler/bc.git,a2f83e675e47a9ce8e13756478bbdc27c2a94ba1
bcache-tools,git@gitee.com:src-openeuler/bcache-tools.git,3a64a22be5575c64911fe525499b6812932bfbee
bcc,git@gitee.com:openeuler-risc-v/bcc.git,aed091595088d3ee70240f3e7854fd5a12a4fb07
bcel,git@gitee.com:src-openeuler/bcel.git,9efe000d77509b3da18cc59c1144c43ed88ace3d
bcrypt,git@gitee.com:src-openeuler/bcrypt.git,4fe5bd790892499bb1db03818bd9c121eef266c4
bea-stax,git@gitee.com:src-openeuler/bea-stax.git,558caec986d1fd19cd3f338ab047b619c9ccfe31
beakerlib,git@gitee.com:src-openeuler/beakerlib.git,dbada0b65d9798c6d8f9cdb4e4c406d5bc6d1adc
bean-validation-api,git@gitee.com:src-openeuler/bean-validation-api.git,db7b82a8df377ed4166504d5adaaeacdd63fd04f
beust-jcommander,git@gitee.com:src-openeuler/beust-jcommander.git,26dcafbc2f5229ac25005f568b98bb64f6bfb4c2
bind,git@gitee.com:wangyangdahai/bind.git,7b746c9e1a01cd509eeaf1bbb9de9e3c6a3a48c9
bind-dyndb-ldap,git@gitee.com:src-openeuler/bind-dyndb-ldap.git,6e64ca134c0613a15a0be8e272a0ea3367d0fe54
binutils,git@gitee.com:src-openeuler/binutils.git,e31b150f991afbeb34c166d8c992f091fc3cb12c
biosdevname,git@gitee.com:src-openeuler/biosdevname.git,239ab7cbb2123b9c60ffe5de0f7ebb76002010fc
bison,git@gitee.com:src-openeuler/bison.git,33eb9220b2c6c6b3a9c6037cf91d1b14e8851a33
blivet-gui,git@gitee.com:src-openeuler/blivet-gui.git,e025368735cf82aa1c56985d8b6767a632779aa1
blktrace,git@gitee.com:src-openeuler/blktrace.git,89c5d617c8339ea7c804f8f35a7e28e2bf0121ee
bluez,git@gitee.com:src-openeuler/bluez.git,1130e69d00ec942c8a7e0b750afabab5826feddf
boilerpipe,git@gitee.com:src-openeuler/boilerpipe.git,e80b16d9796e6c76850aefd01b1302c9db602119
bolt,git@gitee.com:src-openeuler/bolt.git,b78f456d71e57278f9bb4af87312ef026d439e83
boom-boot,git@gitee.com:src-openeuler/boom-boot.git,66773046409387953fd731b67dabbc67bbc865af
boost,git@gitee.com:geasscore/boost.git,a4bd3a8873903ff50cf0f3a6b70618f5209b4f12
bouncycastle,git@gitee.com:src-openeuler/bouncycastle.git,0e2e6820faecd5f2016890e4a3d42f5d8f1c8c8a
bpftrace,git@gitee.com:openEuler-RISC-V/bpftrace.git,56f5f4b4a06d9b9ebe993211ac6d95273eb5e197
bpg-fonts,git@gitee.com:src-openeuler/bpg-fonts.git,6e217eac5d9d18404c2e97e14da113c2d62cf1ac
brasero,git@gitee.com:src-openeuler/brasero.git,3c127a681eef3664082ea5c89704793a2119b528
breeze-icon-theme,git@gitee.com:src-openeuler/breeze-icon-theme.git,402feb920486f0143c984adebbdc5edc0efdf165
bridge-method-injector,git@gitee.com:src-openeuler/bridge-method-injector.git,d0fc7c530df6daf0ca158171301d8ffc885ec709
bridge-utils,git@gitee.com:src-openeuler/bridge-utils.git,7d45ec81ca3f04a3da2dbcb3807b1c249d76550a
brltty,git@gitee.com:src-openeuler/brltty.git,eefc75e1922f86c9f33561709d929a73ae25d8ff
brotli,git@gitee.com:src-openeuler/brotli.git,9cf6a9e65466c35a71384481fa0e6fa852c5bc00
bsf,git@gitee.com:src-openeuler/bsf.git,680bf6595421aa41bb8222a6f22e428952b1e275
bsh,git@gitee.com:src-openeuler/bsh.git,09f514d688aaf25227e080a11634aec7e134f0ea
btrfs-progs,git@gitee.com:src-openeuler/btrfs-progs.git,fdf75de9718cadd20bdb7c8dbd6972ea2e64cfdb
bubblewrap,git@gitee.com:src-openeuler/bubblewrap.git,8ee219956afe354a9123afc3d15397371d9952b2
buildnumber-maven-plugin,git@gitee.com:src-openeuler/buildnumber-maven-plugin.git,7ed023c229441b508e7509132e64a5be1e67b1ad
bullet,git@gitee.com:src-openeuler/bullet.git,47bd7e478fc63776e3d742c43d90fa5a7dc515ac
busybox,git@gitee.com:src-openeuler/busybox.git,4225b63709152f30a4f0e1ac5063be501564a56b
bval,git@gitee.com:src-openeuler/bval.git,aec58d925d2c3d9a96ee15f4f899b1b348395863
bwa,git@gitee.com:src-openeuler/bwa.git,6cd1826b59a042ad010476e95ff9fbb123a4b5be
byacc,git@gitee.com:src-openeuler/byacc.git,cd5985f754b2f9f5c4759f159f20f43f34bc5c67
byaccj,git@gitee.com:src-openeuler/byaccj.git,8e479ac7fb0f7ae5cc663c93ec873ba50e018f7f
byte-buddy,git@gitee.com:src-openeuler/byte-buddy.git,4f6057f47a021dc64289517312dc491391b6fc34
bytelist,git@gitee.com:src-openeuler/bytelist.git,1c72641151f78ffabe3c6ef85809c1e66ace1648
byteman,git@gitee.com:src-openeuler/byteman.git,5c8fccb348287e6458d1c45fded6e34fd82404cb
bzip2,git@gitee.com:src-openeuler/bzip2.git,3959fd5836def8cd7498571ea13d44f9de3f131f
c-ares,git@gitee.com:src-openeuler/c-ares.git,b730aad0f35c5b7a2c5daf0151bc7caae6b93e5c
c-blosc,git@gitee.com:src-openeuler/c-blosc.git,e74eaffe252164c7c718adf60375d8abe1a19e0f
c3p0,git@gitee.com:src-openeuler/c3p0.git,5ad738422bf636d032a8a42fa8b8dc7b6e610f07
ca-certificates,git@gitee.com:src-openeuler/ca-certificates.git,5524c135b25d0e175fa71de5d614d11f4ba65b6d
cachefilesd,git@gitee.com:src-openeuler/cachefilesd.git,02efdd4dc4f92d8d310a94a688ec4773d806daac
cairo,git@gitee.com:src-openeuler/cairo.git,5da54e6acb7459f7a4a516c06583cc0231a8381f
cairomm,git@gitee.com:src-openeuler/cairomm.git,058e6e7a70b6b0a4af152f095ad9be7829bc9d8c
cal10n,git@gitee.com:src-openeuler/cal10n.git,ec68598f53232b77ae236c12d7cd13b3e029694c
capstone,git@gitee.com:src-openeuler/capstone.git,46cba4e873f5d0096c100c2b499d5a78070fb14b
cassandra-java-driver,git@gitee.com:src-openeuler/cassandra-java-driver.git,3bb8fac8f390edc252034de71557da9ee005dc93
castor,git@gitee.com:src-openeuler/castor.git,9ff3f3b8c4a24cf285ca156fd54d123c98fc22ea
castor-maven-plugin,git@gitee.com:src-openeuler/castor-maven-plugin.git,99e28343c6073fac874dd01ab2db9e770e05bacf
catch1,git@gitee.com:src-openeuler/catch1.git,5537796ffe9e715c74e19afba00aa45ea2f6989a
cbi-plugins,git@gitee.com:src-openeuler/cbi-plugins.git,8dddca3f269e89436a4f53e68ab1ebf2a865a6fb
ccache,git@gitee.com:src-openeuler/ccache.git,e1f641d31b03c705aa1799166220990db375380c
ccid,git@gitee.com:src-openeuler/ccid.git,3eebf08efb3ada3922622bc951d08c411673289a
