Package,obs repository,obs commit id
cgit,git@gitee.com:src-openeuler/cgit.git,065eb77aaff2d882a1d921c0edeb8005d9d8842d
cobbler,git@gitee.com:src-openeuler/cobbler.git,d13b7ecc3e33f0c79e07aa67d137630762f7f9cb
compface,git@gitee.com:src-openeuler/compface.git,c93ea6513d03ece30608c1f5b422db240795d8f4
cufflinks,git@gitee.com:src-openeuler/cufflinks.git,71c343bcfc72e6ca351feb5793a5fba12f9edaf5
dbusmenu-qt,git@gitee.com:src-openeuler/dbusmenu-qt.git,bdd466d21f0660becda7a83ea5d50e61e0595c50
ddcutil,git@gitee.com:src-openeuler/ddcutil.git,92f9080a7583a6899c981f5534af6525c39d570c
dde,git@gitee.com:src-openeuler/dde.git,14242d72b666755bb7ca26b6e56400e2232c4914
dde-account-faces,git@gitee.com:src-openeuler/dde-account-faces.git,8d959fc77830f14f566e97b5452deaf889d92ba0
dde-api,git@gitee.com:openeuler-risc-v/dde-api.git,23a2032b5b1173aad90f1ae1af6627d35d10ade4
dde-calendar,git@gitee.com:src-openeuler/dde-calendar.git,1c63fef4e9e0e34eec179762702b0c3c92e2270d
dde-clipboard,git@gitee.com:src-openeuler/dde-clipboard.git,1b23ab959ebcfb0c1f40de3277e6eac751ad7cd6
dde-control-center,git@gitee.com:src-openeuler/dde-control-center.git,8e2c904912573381bd5463ecd546ffe4696fc74c
dde-daemon,git@gitee.com:openeuler-risc-v/dde-daemon.git,9e7d5e15ff21475cc740d88ffddb057a19b2b45f
dde-device-formatter,git@gitee.com:src-openeuler/dde-device-formatter.git,a758a42b0437239aa88b12f1417e8b136a3278b9
dde-dock,git@gitee.com:src-openeuler/dde-dock.git,0e88d73b98c0b51782ab77b09862763cac391d1d
dde-file-manager,git@gitee.com:openeuler-risc-v/dde-file-manager.git,00a0123738883590e004c4b82e462805daa8db24
dde-introduction,git@gitee.com:src-openeuler/dde-introduction.git,6ca35399f19afdd08aebc02ba4dee7a684373320
dde-kwin,git@gitee.com:src-openeuler/dde-kwin.git,234ae93c381b6f3361aca6b90d9e1a01f1b32991
dde-launcher,git@gitee.com:src-openeuler/dde-launcher.git,e30062720cf1bcb74aef5614d9f0cebe47d515da
dde-network-utils,git@gitee.com:src-openeuler/dde-network-utils.git,19f2146b403c6193b89e30b80600f00204e45139
dde-polkit-agent,git@gitee.com:src-openeuler/dde-polkit-agent.git,7a4f0b30685e732dab2afc1255e864d75adb06f8
dde-qt-dbus-factory,git@gitee.com:src-openeuler/dde-qt-dbus-factory.git,1b79e19065674a7db3f16bed864a7ff25df48688
dde-server-industry-config,git@gitee.com:src-openeuler/dde-server-industry-config.git,5eeb6e9dd55449ab554402720aaeff86add3db36
dde-session-shell,git@gitee.com:src-openeuler/dde-session-shell.git,0785073be89822f3d3d7c8ce091dcea1be605463
dde-session-ui,git@gitee.com:src-openeuler/dde-session-ui.git,f35e574a07331383aabafa48fd72d92d0851cdf3
deepin-anything,git@gitee.com:src-openeuler/deepin-anything.git,7e790b9b904c4105ddb1ebdd236b21e63d5a5654
deepin-clone,git@gitee.com:openeuler-risc-v/deepin-clone.git,ec8d761c543f416fd9edfecbfe4f5778cde402b9
deepin-compressor,git@gitee.com:src-openeuler/deepin-compressor.git,c607df980b99c03668f7ad9aaf2918a5a531c660
deepin-dbus-generator,git@gitee.com:src-openeuler/deepin-dbus-generator.git,742248939bb539a40ae45569293d8cb0e400a925
deepin-default-settings,git@gitee.com:src-openeuler/deepin-default-settings.git,14fbc70c90053fa533a0aa0e47f86ac96d439582
deepin-desktop-base,git@gitee.com:openeuler-risc-v/deepin-desktop-base.git,84dc534f7391237245aa96f376c4db17a2d2347c
deepin-desktop-schemas,git@gitee.com:src-openeuler/deepin-desktop-schemas.git,df76e991eab75882239f78a98bd8f634125ce759
deepin-devicemanager,git@gitee.com:src-openeuler/deepin-devicemanager.git,16c869e2bdeab203430d4a0807a7b94952c4972c
deepin-draw,git@gitee.com:src-openeuler/deepin-draw.git,b64504517c0e2d53a8a1432f035e54c16c99b75f
deepin-editor,git@gitee.com:src-openeuler/deepin-editor.git,24e803dcc7dba1f68a589f8816186f032329edd1
deepin-font-manager,git@gitee.com:src-openeuler/deepin-font-manager.git,13695681386aaa8a150baeb2223c71f0d0969123
deepin-gettext-tools,git@gitee.com:src-openeuler/deepin-gettext-tools.git,2ff442292b42118504e27844f6c92b14298ae0e0
deepin-graphics-driver-manager,git@gitee.com:src-openeuler/deepin-graphics-driver-manager.git,5f78bf04075310768ca64604f1073671f0c015fa
deepin-gtk-theme,git@gitee.com:src-openeuler/deepin-gtk-theme.git,a6a053c639a6cd8bd02d9be37fb34620a5839010
deepin-icon-theme,git@gitee.com:src-openeuler/deepin-icon-theme.git,44453856486053a59f551890a55710063db2b1c4
deepin-image-viewer,git@gitee.com:src-openeuler/deepin-image-viewer.git,b4378b716fc8c7f100efcbd70269dd9d7551e4ce
deepin-log-viewer,git@gitee.com:src-openeuler/deepin-log-viewer.git,05d003eec675141e7fbd552c0069cbd2d740135a
deepin-menu,git@gitee.com:src-openeuler/deepin-menu.git,6582f9d8768bff2c67c853d3717190017c143bd1
deepin-movie,git@gitee.com:src-openeuler/deepin-movie.git,35076fce46af32ae4d9de1666347f03791686219
deepin-music,git@gitee.com:src-openeuler/deepin-music.git,fd91628f3c70ff9838df9cec176c1fb326e094f7
deepin-qml-widgets,git@gitee.com:src-openeuler/deepin-qml-widgets.git,48fc6e9996d0089d1d8e9b318fcdef91f945910b
deepin-reader,git@gitee.com:src-openeuler/deepin-reader.git,dec7ed2392e2f21b6e0f649f269144f0ed5ed48d
deepin-screen-recorder,git@gitee.com:src-openeuler/deepin-screen-recorder.git,42f2f7e6c1145fbb5f9897134688770548ef8463
deepin-shortcut-viewer,git@gitee.com:src-openeuler/deepin-shortcut-viewer.git,84b4f7af942dfd3b114734bf020d16304ebd901f
deepin-sound-theme,git@gitee.com:src-openeuler/deepin-sound-theme.git,5d8e4f903a83027ae09031cc55da4a1392a5af50
deepin-system-monitor,git@gitee.com:src-openeuler/deepin-system-monitor.git,aa7d8313208de71cd3d2dd9ef593e6c49ad54159
deepin-terminal,git@gitee.com:src-openeuler/deepin-terminal.git,4dd2fabc9f3551584078d386d0a714c03dc08ca7
deepin-turbo,git@gitee.com:src-openeuler/deepin-turbo.git,27d6c7954532fdc9050f21486140f63005f91702
deepin-wallpapers,git@gitee.com:src-openeuler/deepin-wallpapers.git,6ca6ebd6338cd09e0b33328dc7bb44142df283ad
dibbler,git@gitee.com:src-openeuler/dibbler.git,6d1dca881592021238e304776cc9bd210d6f085c
disomaster,git@gitee.com:src-openeuler/disomaster.git,19245db5edd82f87bd98e23fe32c6d9f567acaf9
dleyna-renderer,git@gitee.com:src-openeuler/dleyna-renderer.git,d4a468047c9734f8cfa09f61bf11da5448605c5c
docbook5-schemas,git@gitee.com:src-openeuler/docbook5-schemas.git,e5d2b467002219bd6853c2e107d2e1a16c00a118
dtkcore,git@gitee.com:src-openeuler/dtkcore.git,bbe7c9660402e784e2eca1daccf6e02a82ae3d65
dtkcore2,git@gitee.com:src-openeuler/dtkcore2.git,272514bd712f4cc4235d3e8bda51c3d05bfd0b9f
dtkgui,git@gitee.com:src-openeuler/dtkgui.git,4793dd411948159c0796c12f0d202cbd3689faa9
dtkwidget,git@gitee.com:src-openeuler/dtkwidget.git,5b46ad6d6bf8bd8dde847fe7508946285669271c
dtkwidget2,git@gitee.com:src-openeuler/dtkwidget2.git,cc9236b944737b5612a86343be663d4c22b94e62
dtkwm,git@gitee.com:src-openeuler/dtkwm.git,f307c6006710d254f4502a62a613844741f04742
eggo,git@gitee.com:misaka00251/eggo.git,b95abae2a72780c521cd848131b68b76c037747c
engrampa,git@gitee.com:src-openeuler/engrampa.git,522031b52f14a81672182fe7fd3314660a6bd1ee
etckeeper,git@gitee.com:src-openeuler/etckeeper.git,b98884dba9954176fe2238f31bb8550b81b4783c
exo,git@gitee.com:src-openeuler/exo.git,3827acacc11159420e99658ef9211b4f1f46e055
fcitx,git@gitee.com:src-openeuler/fcitx.git,d1d51608d9c79e6d6258701d6bfb104e561d1248
fcitx-cloudpinyin,git@gitee.com:src-openeuler/fcitx-cloudpinyin.git,17c939948d36a7fd772a95f02552254245cd21f3
fcitx-configtool,git@gitee.com:src-openeuler/fcitx-configtool.git,e77a4c8a99c91b77f432c3cfb07d8534a0fb1d93
fcitx-libpinyin,git@gitee.com:src-openeuler/fcitx-libpinyin.git,fa38c8e579925122ae68b672bcc3a7fd9e637e0b
fcitx-qt5,git@gitee.com:src-openeuler/fcitx-qt5.git,b29f1aa382f3472ccc55cf16ba9c83dd4ca87433
fcitx-sunpinyin,git@gitee.com:src-openeuler/fcitx-sunpinyin.git,de3bbaa9fd6e96dc86d5bd50dd47aeba6f1d5bfa
fetch-crl,git@gitee.com:src-openeuler/fetch-crl.git,03c359d86b4f91a0c241a7c00c45a9865e2d3f2d
ffmpegthumbnailer,git@gitee.com:src-openeuler/ffmpegthumbnailer.git,a9acbc5da57b3a228b4cb57e5aa4ac36409eb2fd
fftw2,git@gitee.com:src-openeuler/fftw2.git,4dc86ea332fb31ba0364e6bb09192fac82c61d15
fish,git@gitee.com:openeuler-risc-v/fish.git,9b9855959a27c5fa20c90fa33fe0c18b2352d8bc
flatbuffers,git@gitee.com:src-openeuler/flatbuffers.git,0c979a72abfb8789314ee8f2491807ff9ad864e2
flatpak-builder,git@gitee.com:src-openeuler/flatpak-builder.git,de3b0140e43c330fa1e74127eb0e1540abb89199
flume,git@gitee.com:misaka00251/flume.git,2a1c284183bfac2b5da0be28c631f1c4ca2eba63
freeimage,git@gitee.com:src-openeuler/freeimage.git,c3e6480aeba37db2f4d9d55976d8257a408543b6
fstrm,git@gitee.com:src-openeuler/fstrm.git,fd04a0fba18fffef95747174eb0a585460944fac
garcon,git@gitee.com:src-openeuler/garcon.git,f0a5f3c9c5ee8027c9ae399a2537841ab648fc20
gdk-pixbuf-xlib,git@gitee.com:src-openeuler/gdk-pixbuf-xlib.git,ab53f7faaa457949b596523b8f14c07455b70d24
geany,git@gitee.com:src-openeuler/geany.git,0cc67cd13da0913afc446c985ac0fc51551e7d42
gearmand,git@gitee.com:misaka00251/gearmand.git,cbfac31c5e3754ef89b724589b652f2943864645
gedit,git@gitee.com:src-openeuler/gedit.git,8de914fff8995be73dd1dcaed4ed213727d3fb69
genders,git@gitee.com:src-openeuler/genders.git,74e5cd556161d2663295e9c2eea290e59fa2d244
gigolo,git@gitee.com:src-openeuler/gigolo.git,0ada7c95d60bd208d26cc81c464c9cc94370e27e
gio-qt,git@gitee.com:src-openeuler/gio-qt.git,ac52208ae41407bcf4e011405cbc9acea0a13f21
gnome-backgrounds,git@gitee.com:src-openeuler/gnome-backgrounds.git,5cfb74205bba0f013ff6e153a238183d208aaab3
gnome-boxes,git@gitee.com:src-openeuler/gnome-boxes.git,0a195039c5e99ab4982c9ea54294df68c1a35757
gnome-builder,git@gitee.com:geasscore/gnome-builder.git,b805623cb96cd4b174434232912af43a37ab9723
gnome-calendar,git@gitee.com:src-openeuler/gnome-calendar.git,bd2441a2749fe52b7568b4990732cb235e66c3ce
gnome-characters,git@gitee.com:src-openeuler/gnome-characters.git,28b5d84dbdfec2e8b887b3b92ba08d4b21b1b1a8
gnome-logs,git@gitee.com:src-openeuler/gnome-logs.git,5fd310f93b0d0bf34af0e5f9c1be8309ab371ff2
gnome-maps,git@gitee.com:src-openeuler/gnome-maps.git,3ae4897a7150e560cb9c6c66c2c7109dc6f00dbd
gnome-music,git@gitee.com:src-openeuler/gnome-music.git,8eb5227e6c89d76670ce0708e2406d07995e5c1c
gnome-photos,git@gitee.com:src-openeuler/gnome-photos.git,856f7a5452adc42a250af31dcba108f9317c7054
gnome-remote-desktop,git@gitee.com:src-openeuler/gnome-remote-desktop.git,3267c7a8c92c61790772d2a78e1d1e9677aa3ea9
gnome-shell-extension-desktop-icons,git@gitee.com:src-openeuler/gnome-shell-extension-desktop-icons.git,211c902a90a6aa9b9a045e10f5473423cf0ef1fb
gnome-tour,git@gitee.com:src-openeuler/gnome-tour.git,1dbd1f1ad8c3101f732adb02fb33d03e715e982b
gnome-tweaks,git@gitee.com:src-openeuler/gnome-tweaks.git,39bec80814e7cea7553889b0e87c158b2856524f
gnome-user-share,git@gitee.com:src-openeuler/gnome-user-share.git,b01935d129b526c066e4123509ae7e889026d41b
gnome-weather,git@gitee.com:src-openeuler/gnome-weather.git,9a9ad1c500f1bae8157c012d5abec5d989dca038
gnustep-make,git@gitee.com:src-openeuler/gnustep-make.git,e76edd71d66a11d3eea3d4cc814b263b19e988fd
goaccess,git@gitee.com:src-openeuler/goaccess.git,1fcf8ea4c50a952ceff2adacd10e5b8a6682d9f6
grafana,git@gitee.com:src-openeuler/grafana.git,785668ff7be4d14d0a78cc143bf506b3ae938b66
grantlee,git@gitee.com:src-openeuler/grantlee.git,e6ba41e466c768fbbd4420fb7c8eca9ce98cd54c
gsettings-qt,git@gitee.com:src-openeuler/gsettings-qt.git,922e02b0143306b2cff27f9dc94b1151aee9be0e
gsoap,git@gitee.com:src-openeuler/gsoap.git,7564382e11bfe6d843ca2f97f88c053509909068
gst-editing-services,git@gitee.com:src-openeuler/gst-editing-services.git,70ea114da93453e918ee284ddda637030304f09b
gstreamer1-libav,git@gitee.com:src-openeuler/gstreamer1-libav.git,ccb366349bb2c4969c0fdbeca7eea697c780bef8
gtk4,git@gitee.com:src-openeuler/gtk4.git,eef4d434164a991355b5c1789057da03c7935404
hbase,git@gitee.com:src-openeuler/hbase.git,4f75587198d56efc68d468744d1c587f960d984f
hddtemp,git@gitee.com:src-openeuler/hddtemp.git,52ac71e9223d329992c7045db368ed02c4ec8881
hdf,git@gitee.com:misaka00251/hdf.git,ed65524901e9fcfd4b8938072a2e2befc26632b0
highlight,git@gitee.com:src-openeuler/highlight.git,0bfd214848bb181683bd8ac8a9b7cbce254ffea4
httpry,git@gitee.com:src-openeuler/httpry.git,f0be6ea3391e8e697124fef775ccc8497f8714b9
idm-console-framework,git@gitee.com:src-openeuler/idm-console-framework.git,40f569bee34097088288aca8f41a2bc5c1c05c3c
im-chooser,git@gitee.com:src-openeuler/im-chooser.git,a9a80c829ce1755d73228219fc5b75ab0f4ede07
imlib2,git@gitee.com:src-openeuler/imlib2.git,69cd6f03d374a1e8286548c027e9ab8892e18e0a
imsettings,git@gitee.com:src-openeuler/imsettings.git,2a16bcd377fd9c186c41e9f4ba9d7992e2439df9
imwheel,git@gitee.com:src-openeuler/imwheel.git,ec64ac627c9342f4b0c1d80661f7498eae26020c
indicator-china-weather,git@gitee.com:src-openeuler/indicator-china-weather.git,320c303c09420dd4e51c0dd5273c0d7e3819dee1
inotify-tools,git@gitee.com:src-openeuler/inotify-tools.git,5e5a3178a96a593e0c84334de6e77ac64b6df1b9
ioprocess,git@gitee.com:src-openeuler/ioprocess.git,a2e755eddefb904adda82adb746a9d8f4f09739a
isa-l,git@gitee.com:src-openeuler/isa-l.git,e2771f0f2b2112b43b50ec0e185fc5c5eacc73db
java-client-kubevirt,git@gitee.com:misaka00251/java-client-kubevirt.git,12afd879cb9d1e934a16f5ea2f45e183f2e8fb40
jpegoptim,git@gitee.com:src-openeuler/jpegoptim.git,f7854d29cc4c7ba447c91322564d56acef114031
jsonrpc-glib,git@gitee.com:src-openeuler/jsonrpc-glib.git,8af5da388fd42fcb81cfa3bf2e0b8587148868df
jxrlib,git@gitee.com:src-openeuler/jxrlib.git,d251caeea6c30196d7cfd52d95eb7ec59af18b06
kafka-python,git@gitee.com:src-openeuler/kafka-python.git,77e4bc5a545a106bf94fc931ffe72d60d7dcc841
kdecoration,git@gitee.com:src-openeuler/kdecoration.git,8eb186ebada3601aaf6ab897af8da4d20018f6ff
kf5-attica,git@gitee.com:src-openeuler/kf5-attica.git,73e8f559235b696708dc7222f71ca32054047ce1
kf5-bluez-qt,git@gitee.com:src-openeuler/kf5-bluez-qt.git,6144e5e98e8e11a1761a87375b3a8fc592f3ae65
kf5-frameworkintegration,git@gitee.com:src-openeuler/kf5-frameworkintegration.git,f9f3afa1317f9850c72e039c5f8a3e602fd9b8d1
kf5-kactivities,git@gitee.com:src-openeuler/kf5-kactivities.git,bd1effa00ecdec1a1a5222d2d816561973090b7c
kf5-karchive,git@gitee.com:src-openeuler/kf5-karchive.git,1fa8aaad08660e5e102e6dcd726bb77b1004e1da
kf5-kauth,git@gitee.com:src-openeuler/kf5-kauth.git,2c56376b451a523cf63b5e1d8b60275d07f984d4
kf5-kbookmarks,git@gitee.com:src-openeuler/kf5-kbookmarks.git,9e2b00caf609069dd62a4cd3e10e4f5ea9a14a1a
kf5-kcmutils,git@gitee.com:src-openeuler/kf5-kcmutils.git,e3dadf4ccf800e944902497c6eda6f15d8ad107a
kf5-kcodecs,git@gitee.com:src-openeuler/kf5-kcodecs.git,f783551ef4327b0b5e772bba78c906db17185d06
kf5-kcompletion,git@gitee.com:src-openeuler/kf5-kcompletion.git,050a4638efca6bcff045c4d74523c7ebdfa31056
kf5-kconfig,git@gitee.com:src-openeuler/kf5-kconfig.git,36276411893c4b5f5893c7925f533586f52286b2
kf5-kconfigwidgets,git@gitee.com:src-openeuler/kf5-kconfigwidgets.git,9e7689ec7ac4195dfe482a0b8b45d3a53ab7e799
kf5-kcoreaddons,git@gitee.com:src-openeuler/kf5-kcoreaddons.git,2d0034073dc445da3253adcc3e912fbbe2b7cb71
kf5-kcrash,git@gitee.com:src-openeuler/kf5-kcrash.git,ef2eccc71140b6bdaa81e7e7f5d70acf325024c4
kf5-kdbusaddons,git@gitee.com:src-openeuler/kf5-kdbusaddons.git,52b0f68fa9b3ae961023594361331665d82daab6
kf5-kdeclarative,git@gitee.com:src-openeuler/kf5-kdeclarative.git,210cd979c570046ac7562b7c2c3def8090ba0678
kf5-kded,git@gitee.com:src-openeuler/kf5-kded.git,98301e08c5714ca588435c0edc4b5238d80f847b
kf5-kdelibs4support,git@gitee.com:src-openeuler/kf5-kdelibs4support.git,4b89242d35722c4c6f01925618f1176171910593
kf5-kdesignerplugin,git@gitee.com:src-openeuler/kf5-kdesignerplugin.git,5e59f58ac89b1c9ad4d82a0603caadcac4daccf5
kf5-kdesu,git@gitee.com:src-openeuler/kf5-kdesu.git,7523d4330fa0b79855ab8cf9e7729ce20f9c6901
kf5-kdewebkit,git@gitee.com:src-openeuler/kf5-kdewebkit.git,e00e6ffa92cf122bd403c1cfe2541a9661017b01
kf5-kdoctools,git@gitee.com:src-openeuler/kf5-kdoctools.git,a590d40efe16723751b9ffc45b312ca2fbfe03d8
kf5-kemoticons,git@gitee.com:src-openeuler/kf5-kemoticons.git,4db77ce368be3acc4f1043f37b7d89c8d2c5458d
kf5-kglobalaccel,git@gitee.com:src-openeuler/kf5-kglobalaccel.git,6ceb5b3bfdbf324a0390a8712f7a1262bbe189b7
kf5-kguiaddons,git@gitee.com:src-openeuler/kf5-kguiaddons.git,4310cfcf19a1050adb558cabd1a774ace5321b0f
kf5-khtml,git@gitee.com:src-openeuler/kf5-khtml.git,f03804e41ec9a8ee646fef59c3fe71e065f78bea
kf5-ki18n,git@gitee.com:src-openeuler/kf5-ki18n.git,09a48e3b678626b24af4ec3a8c3b98980c2e68d0
kf5-kiconthemes,git@gitee.com:src-openeuler/kf5-kiconthemes.git,9124977b1f3f74e1230df2341c95789ba6c0d01a
kf5-kidletime,git@gitee.com:src-openeuler/kf5-kidletime.git,62883a23cec973c4e7240c08746ad610e19b96f7
kf5-kinit,git@gitee.com:src-openeuler/kf5-kinit.git,8b7a25f0fa2be7642a69b083ffdaacf0e28c4463
kf5-kio,git@gitee.com:src-openeuler/kf5-kio.git,fa517b0a9c18c976b380e2ea79a07d5635ea9506
kf5-kirigami2,git@gitee.com:src-openeuler/kf5-kirigami2.git,6495c0637dd8d4eec0a57e11ce3d6df8202fb3f0
kf5-kitemmodels,git@gitee.com:src-openeuler/kf5-kitemmodels.git,58ac707af3247e03bdc2de4d2d6259686aa322fa
kf5-kitemviews,git@gitee.com:src-openeuler/kf5-kitemviews.git,73270a569442ae988a38446408f6f9fda6e6ef0f
kf5-kjobwidgets,git@gitee.com:src-openeuler/kf5-kjobwidgets.git,b10f6749dab9b3e991034e9c43f44e9230fe5ae5
kf5-kjs,git@gitee.com:src-openeuler/kf5-kjs.git,d3f6a9057d1f439d152e94ee693186257946e495
kf5-knewstuff,git@gitee.com:src-openeuler/kf5-knewstuff.git,1b446fd975e2366adf1580dbcb1535826be570bb
kf5-knotifications,git@gitee.com:src-openeuler/kf5-knotifications.git,e0442fe08e0c4ee85dc1f50eabcced23d18f966d
kf5-knotifyconfig,git@gitee.com:src-openeuler/kf5-knotifyconfig.git,90bdca0cfc131c2d6bb77f9937c52d98361e6970
kf5-kpackage,git@gitee.com:src-openeuler/kf5-kpackage.git,9502ba435c0b6ffcec3751cbc1f93f8b04565c5b
kf5-kparts,git@gitee.com:src-openeuler/kf5-kparts.git,98fc98830d504c70091fe0370492c2afee793491
kf5-kplotting,git@gitee.com:src-openeuler/kf5-kplotting.git,e37f60f75e57ac7949ddb701d9fafae39935361a
kf5-kpty,git@gitee.com:src-openeuler/kf5-kpty.git,d81a6486fc5547623abc56c9a12a2a0c543a3103
kf5-krunner,git@gitee.com:src-openeuler/kf5-krunner.git,1d57c6397d033671a00c804326c09141113fbf77
kf5-kservice,git@gitee.com:src-openeuler/kf5-kservice.git,a07ec43e7aebf91328b947a1ebfbd3818c6acc45
kf5-ktextwidgets,git@gitee.com:src-openeuler/kf5-ktextwidgets.git,339012557c2d9785c488befd702cd2d196e72add
kf5-kunitconversion,git@gitee.com:src-openeuler/kf5-kunitconversion.git,9e57df56486343724fa2adac7f3cb82eda627ba2
kf5-kwallet,git@gitee.com:src-openeuler/kf5-kwallet.git,e7ed18b5e5b17c3b6f67e8a29ad6976b1ba40c62
kf5-kwayland,git@gitee.com:src-openeuler/kf5-kwayland.git,bea09bca8370c5651235009d4d8dcc7c8162d03a
kf5-kwidgetsaddons,git@gitee.com:src-openeuler/kf5-kwidgetsaddons.git,ddb8d2bd1dfd6699b0f3c080704f21ec2b6b7385
kf5-kwindowsystem,git@gitee.com:src-openeuler/kf5-kwindowsystem.git,3c3943e74e51afaacaf8831366f11f897b50fdd8
kf5-kxmlgui,git@gitee.com:src-openeuler/kf5-kxmlgui.git,5f88dd65ece9604cc1e2d081811e7d675aaba2e5
kf5-networkmanager-qt,git@gitee.com:src-openeuler/kf5-networkmanager-qt.git,4b340c921a5ab4d81c7b96e6956ae5975cf95a63
kf5-plasma,git@gitee.com:src-openeuler/kf5-plasma.git,444ae5355961c60752f8eddb20ef8540ca67ab1e
kf5-solid,git@gitee.com:src-openeuler/kf5-solid.git,980021949f766871e847676f1d0a738b87b3e319
kf5-sonnet,git@gitee.com:src-openeuler/kf5-sonnet.git,9bd0c5ccbffb38f40ff46b8a74b732fbf4c6602c
kf5-syntax-highlighting,git@gitee.com:src-openeuler/kf5-syntax-highlighting.git,210e56e562e6d6b6b690a13836b96ea0f46bbd70
kf5-threadweaver,git@gitee.com:src-openeuler/kf5-threadweaver.git,5a63e04a5175404001a3a31ddb87363f3bc58bfb
kiran-authentication-service,git@gitee.com:src-openeuler/kiran-authentication-service.git,aa1d9fa1bee0c309646d16d43f4f50bc4f5e7c78
kiran-biometrics,git@gitee.com:src-openeuler/kiran-biometrics.git,f7426f280d56d570030d127f28e088acbcc8781e
kiran-calculator,git@gitee.com:src-openeuler/kiran-calculator.git,6e02a5787fc7fd63189d48ec7784d02aca57a058
kiran-calendar,git@gitee.com:src-openeuler/kiran-calendar.git,9be8e86883a35d3d146f42694aa66badca8f6795
kiran-cc-daemon,git@gitee.com:src-openeuler/kiran-cc-daemon.git,913e4748a7a3cc40f8f02c4494f7a4ac9e2416e0
kiran-control-panel,git@gitee.com:src-openeuler/kiran-control-panel.git,67432f96b327278a971d531cf67f4da726b76d85
kiran-cpanel-account,git@gitee.com:src-openeuler/kiran-cpanel-account.git,3f91886f1881eb734700d7aa236c016c2430319b
kiran-cpanel-appearance,git@gitee.com:src-openeuler/kiran-cpanel-appearance.git,878b79faa18bffe0861a069a90810894eff65d63
kiran-cpanel-display,git@gitee.com:src-openeuler/kiran-cpanel-display.git,d85ae86cd88edd9674e9fe5d22678accaebf9593
kiran-cpanel-keybinding,git@gitee.com:src-openeuler/kiran-cpanel-keybinding.git,4d226c8a3921e0174e04294b8e1da6067fa9a8bf
kiran-cpanel-keyboard,git@gitee.com:src-openeuler/kiran-cpanel-keyboard.git,1c61d5d399796c0c2be32b22171243ad011bd6ad
kiran-cpanel-mouse,git@gitee.com:src-openeuler/kiran-cpanel-mouse.git,c92302fdf87945c564f4196ccd45b2572458106d
kiran-cpanel-power,git@gitee.com:src-openeuler/kiran-cpanel-power.git,d6d32b9a62a0b200d6b35f117041b57ec84a69d1
kiran-cpanel-timedate,git@gitee.com:src-openeuler/kiran-cpanel-timedate.git,a691718a317f279ca60b08febc8ce3c1b3132803
kiran-desktop,git@gitee.com:src-openeuler/kiran-desktop.git,06f6c3c2a892e7263e5dca20dbcaa2cb94124721
kiran-flameshot,git@gitee.com:src-openeuler/kiran-flameshot.git,b2a48ccb3354285571efdedbce64866a76cffca5
